id_familia,bairro,regiao,localizacao,especie,calcamento,mat_piso,mat_parede
FAM00220,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00221,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Madeira Aproveitada
FAM00222,São Luís,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00223,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00224,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00225,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00226,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Madeira Aparelhada
FAM00227,Boqueirão,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00228,Zona Rural Norte,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00229,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00230,Zona Rural Leste,Rural,Rural,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00231,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00232,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00233,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00234,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00235,Tindiquera,Urbana,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00236,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00237,Zona Rural Sul,Rural,Rural,Particular Improvisado,Calçamento Total,Madeira Aproveitada,Madeira Aproveitada
FAM00238,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00239,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00240,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00241,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00242,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00243,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00244,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00245,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00246,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Madeira Aparelhada
FAM00247,Tindiquera,Urbana,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00248,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00249,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00250,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00251,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00252,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Taipa/Adobe
FAM00253,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00254,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00255,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Madeira Aparelhada
FAM00256,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Total,Cimento,Madeira Aparelhada
FAM00257,Centro,Urbana,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00258,Tindiquera,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00259,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00260,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00261,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Madeira Aparelhada
FAM00262,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00263,Fazenda Velha,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00264,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00265,Zona Rural Norte,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00266,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00267,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00268,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00269,Chapada,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00270,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM00271,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Calçamento Total,Carpete,Alvenaria com Revestimento
FAM00272,Iguaçu,Urbana,Rural,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00273,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00274,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00275,Campina da Barra,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00276,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00277,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM00278,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria com Revestimento
FAM00279,Iguaçu,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00280,Estação,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00281,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00282,Costeira,Urbana,Rural,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00283,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00284,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00285,Boqueirão,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00286,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Terra,Alvenaria sem Revestimento
FAM00287,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00288,Campina da Barra,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00289,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00290,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00291,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00292,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00293,Chapada,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00294,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00295,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00296,São Luís,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00297,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00298,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Madeira Aparelhada
FAM00299,Centro,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00300,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00301,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00302,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00303,Zona Rural Norte,Rural,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Taipa/Adobe
FAM00304,Estação,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00305,Costeira,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00306,Campina da Barra,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Terra,Alvenaria sem Revestimento
FAM00307,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria sem Revestimento
FAM00308,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Madeira Aparelhada
FAM00309,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00310,Zona Rural Norte,Rural,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00311,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00312,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00313,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00314,Campina da Barra,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00315,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00316,Zona Rural Sul,Rural,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00317,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00318,Chapada,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Taipa/Adobe
FAM00319,Costeira,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Madeira Aparelhada
FAM00320,Zona Rural Sul,Rural,Rural,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00321,Zona Rural Norte,Rural,Rural,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00322,Zona Rural Leste,Rural,Rural,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00323,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00324,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00325,Centro,Urbana,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00326,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00327,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Taipa/Adobe
FAM00328,Zona Rural Sul,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Madeira Aparelhada
FAM00329,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Total,Terra,Madeira Aproveitada
FAM00330,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
FAM00331,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00332,Iguaçu,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cimento,Madeira Aproveitada
FAM00333,Dist. Industrial Sul,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Madeira Aproveitada
FAM00334,Campina da Barra,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria com Revestimento
FAM00335,Zona Rural Norte,Rural,Rural,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00336,Zona Rural Norte,Rural,Rural,Particular Improvisado,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM00337,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00338,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00339,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00340,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aproveitada
FAM00341,Dist. Industrial Sul,Industrial,Urbana,Particular Permanente,Sem Calçamento,Cimento,Alvenaria sem Revestimento
FAM00342,Tindiquera,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00343,Centro,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00344,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM00345,Fazenda Velha,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00346,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00347,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00348,Iguaçu,Urbana,Urbana,Particular Permanente,Sem Calçamento,Carpete,Madeira Aparelhada
FAM00349,Chapada,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00350,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00351,Zona Rural Leste,Rural,Rural,Particular Permanente,Sem Calçamento,Terra,Alvenaria com Revestimento
FAM00352,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00353,Zona Rural Sul,Rural,Rural,Particular Improvisado,Sem Calçamento,Terra,Alvenaria com Revestimento
FAM00354,Campina da Barra,Urbana,Urbana,Particular Improvisado,Sem Calçamento,Cimento,Alvenaria com Revestimento
FAM00355,Zona Rural Leste,Rural,Rural,Particular Permanente,Calçamento Parcial,Madeira Aproveitada,Alvenaria com Revestimento
FAM00356,Costeira,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00357,Zona Rural Leste,Rural,Rural,Particular Improvisado,Sem Calçamento,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00358,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00359,Campina da Barra,Urbana,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00360,Cachoeira,Urbana,Urbana,Particular Improvisado,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00361,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00362,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00363,Estação,Urbana,Urbana,Particular Improvisado,Calçamento Total,Cimento,Alvenaria com Revestimento
FAM00364,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Madeira Aparelhada
FAM00365,Thomaz Coelho,Urbana,Urbana,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
FAM00366,São Luís,Urbana,Urbana,Particular Permanente,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM00367,Tindiquera,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Alvenaria com Revestimento
FAM00368,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria sem Revestimento
FAM00369,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00370,Zona Rural Sul,Rural,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria com Revestimento
FAM00371,Passaúna,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00372,Dist. Industrial Norte,Industrial,Urbana,Particular Improvisado,Calçamento Parcial,Terra,Alvenaria com Revestimento
FAM00373,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM00374,Carvalho,Urbana,Urbana,Coletivo,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00375,Fazenda Velha,Urbana,Rural,Particular Permanente,Sem Calçamento,Cerâmica/Lajota/Pedra,Alvenaria com Revestimento
FAM00376,Centro,Urbana,Urbana,Particular Permanente,Calçamento Total,Terra,Madeira Aproveitada
FAM00377,Carvalho,Urbana,Urbana,Particular Permanente,Calçamento Total,Carpete,Alvenaria com Revestimento
FAM00378,Fazenda Velha,Urbana,Urbana,Particular Permanente,Sem Calçamento,Madeira Aproveitada,Alvenaria com Revestimento
FAM00379,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Madeira Aproveitada,Alvenaria com Revestimento
FAM00380,Zona Rural Norte,Rural,Rural,Particular Permanente,Calçamento Total,Terra,Alvenaria sem Revestimento
FAM00381,Dist. Industrial Norte,Industrial,Urbana,Particular Permanente,Calçamento Parcial,Cimento,Madeira Aparelhada
FAM00382,Iguaçu,Urbana,Rural,Particular Permanente,Calçamento Parcial,Cimento,Alvenaria sem Revestimento
FAM00383,Iguaçu,Urbana,Urbana,Particular Permanente,Calçamento Total,Cerâmica/Lajota/Pedra,Alvenaria sem Revestimento
