id_familia,bairro,regiao,qtd_pessoas,renda_per_capita,faixa_renda_pc,renda_familiar,faixa_renda_fam,unipessoal,cadastro_atualizado,data_atualizacao,lat,lng
FAM00196,Zona Rural Norte,Rural,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-08-19,-25.528853,-49.457496
FAM00197,São Luís,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-05-30,-25.573172,-49.37733
FAM00198,Centro,Urbana,4,93.45,Pobreza,373.8,Até 1 SM,Não,Sim,2024-11-12,-25.581558,-49.412119
FAM00199,Zona Rural Leste,Rural,5,157.06,Pobreza,785.3,Até 1 SM,Não,Não,2023-10-06,-25.592917,-49.337187
FAM00200,Zona Rural Norte,Rural,4,32.17,Pobreza,128.68,Até 1 SM,Não,Não,2022-06-21,-25.50978,-49.459587
FAM00201,Zona Rural Leste,Rural,4,33.62,Pobreza,134.48,Até 1 SM,Não,Sim,2025-10-03,-25.589315,-49.341897
FAM00202,Zona Rural Sul,Rural,2,118.58,Pobreza,237.16,Até 1 SM,Não,Não,2023-02-06,-25.638958,-49.396407
FAM00203,Zona Rural Norte,Rural,4,211.29,Pobreza,845.16,Até 1 SM,Não,Não,2022-07-13,-25.5311,-49.438525
FAM00204,Costeira,Urbana,6,314.23,Baixa Renda,1885.38,1 a 2 SM,Não,Não,2024-02-29,-25.597291,-49.412942
FAM00205,Boqueirão,Urbana,1,374.83,Baixa Renda,374.83,Até 1 SM,Sim,Não,2022-06-11,-25.615799,-49.390153
FAM00206,Tindiquera,Urbana,5,126.17,Pobreza,630.85,Até 1 SM,Não,Não,2023-05-25,-25.550174,-49.441855
FAM00207,Thomaz Coelho,Urbana,6,216.8,Pobreza,1300.8,Até 1 SM,Não,Não,2024-01-11,-25.613169,-49.425044
FAM00208,Centro,Urbana,3,86.51,Pobreza,259.53,Até 1 SM,Não,Sim,2025-05-18,-25.597209,-49.403843
FAM00209,Fazenda Velha,Urbana,2,855.38,Acima de 2 SM,1710.76,1 a 2 SM,Não,Sim,2025-08-02,-25.579794,-49.397067
FAM00210,Zona Rural Leste,Rural,6,37.39,Pobreza,224.34,Até 1 SM,Não,Não,2022-12-09,-25.599844,-49.336618
FAM00211,Iguaçu,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-07-18,-25.602311,-49.402115
FAM00212,Dist. Industrial Sul,Industrial,4,848.86,Acima de 2 SM,3395.44,2 a 3 SM,Não,Não,2022-12-06,-25.630765,-49.360028
FAM00213,Cachoeira,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2024-02-15,-25.558694,-49.420773
FAM00214,Thomaz Coelho,Urbana,5,269.92,Baixa Renda,1349.6,Até 1 SM,Não,Não,2023-10-11,-25.62158,-49.42548
FAM00215,Zona Rural Leste,Rural,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2024-01-07,-25.586528,-49.336561
FAM00216,Zona Rural Leste,Rural,3,511.93,Acima de 2 SM,1535.79,1 a 2 SM,Não,Sim,2025-04-02,-25.578294,-49.336945
FAM00217,São Luís,Urbana,3,335.48,Baixa Renda,1006.44,Até 1 SM,Não,Sim,2024-08-06,-25.59104,-49.389972
FAM00218,Dist. Industrial Norte,Industrial,5,155.65,Pobreza,778.25,Até 1 SM,Não,Não,2022-09-22,-25.564359,-49.377939
FAM00219,Costeira,Urbana,2,139.7,Pobreza,279.4,Até 1 SM,Não,Não,2022-11-17,-25.60558,-49.413037
FAM00220,Iguaçu,Urbana,1,138.36,Pobreza,138.36,Até 1 SM,Sim,Não,2023-01-19,-25.594855,-49.38954
FAM00221,Zona Rural Leste,Rural,4,528.23,Acima de 2 SM,2112.92,1 a 2 SM,Não,Não,2022-08-04,-25.581335,-49.343419
FAM00222,São Luís,Urbana,6,207.09,Pobreza,1242.54,Até 1 SM,Não,Sim,2025-10-10,-25.584225,-49.370838
FAM00223,Passaúna,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2024-01-19,-25.532851,-49.418436
FAM00224,Dist. Industrial Norte,Industrial,4,40.2,Pobreza,160.8,Até 1 SM,Não,Sim,2024-03-15,-25.558598,-49.383375
FAM00225,Centro,Urbana,5,316.88,Baixa Renda,1584.4,1 a 2 SM,Não,Não,2022-06-24,-25.591186,-49.406413
FAM00226,Estação,Urbana,5,419.82,Baixa Renda,2099.1,1 a 2 SM,Não,Não,2022-06-28,-25.592523,-49.434416
FAM00227,Boqueirão,Urbana,1,71.95,Pobreza,71.95,Até 1 SM,Sim,Não,2022-11-19,-25.642739,-49.395904
FAM00228,Zona Rural Norte,Rural,2,494.16,Acima de 2 SM,988.32,Até 1 SM,Não,Sim,2025-06-24,-25.520327,-49.445662
FAM00229,Costeira,Urbana,2,176.94,Pobreza,353.88,Até 1 SM,Não,Não,2023-05-16,-25.606664,-49.398249
FAM00230,Zona Rural Leste,Rural,6,115.36,Pobreza,692.16,Até 1 SM,Não,Não,2023-05-17,-25.583437,-49.358573
FAM00231,Centro,Urbana,1,159.24,Pobreza,159.24,Até 1 SM,Sim,Sim,2025-11-10,-25.591361,-49.423102
FAM00232,Costeira,Urbana,2,161.58,Pobreza,323.16,Até 1 SM,Não,Não,2022-03-19,-25.598645,-49.39998
FAM00233,Estação,Urbana,7,85.16,Pobreza,596.12,Até 1 SM,Não,Sim,2025-09-15,-25.58556,-49.414344
FAM00234,Carvalho,Urbana,1,387.87,Baixa Renda,387.87,Até 1 SM,Sim,Não,2022-11-16,-25.562522,-49.44008
FAM00235,Tindiquera,Urbana,4,965.23,Acima de 2 SM,3860.92,2 a 3 SM,Não,Não,2022-04-25,-25.562195,-49.440212
FAM00236,Campina da Barra,Urbana,4,318.36,Baixa Renda,1273.44,Até 1 SM,Não,Não,2023-07-20,-25.57342,-49.412811
FAM00237,Zona Rural Sul,Rural,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2024-03-29,-25.645148,-49.397234
FAM00238,Tindiquera,Urbana,3,317.26,Baixa Renda,951.78,Até 1 SM,Não,Não,2022-06-08,-25.555662,-49.419701
FAM00239,Estação,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-06-09,-25.600201,-49.435961
FAM00240,Chapada,Urbana,5,218.27,Baixa Renda,1091.35,Até 1 SM,Não,Sim,2024-12-17,-25.59853,-49.432934
FAM00241,Thomaz Coelho,Urbana,6,335.64,Baixa Renda,2013.84,1 a 2 SM,Não,Não,2023-12-29,-25.625792,-49.407279
FAM00242,Estação,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-11-14,-25.593274,-49.431662
FAM00243,Passaúna,Urbana,3,677.33,Acima de 2 SM,2031.99,1 a 2 SM,Não,Sim,2024-05-16,-25.547168,-49.419078
FAM00244,Zona Rural Sul,Rural,1,198.03,Pobreza,198.03,Até 1 SM,Sim,Não,2023-11-22,-25.636302,-49.408067
FAM00245,Costeira,Urbana,2,642.18,Acima de 2 SM,1284.36,Até 1 SM,Não,Sim,2024-10-03,-25.610613,-49.416807
FAM00246,Dist. Industrial Norte,Industrial,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2026-01-06,-25.548817,-49.3709
FAM00247,Tindiquera,Urbana,4,24.31,Pobreza,97.24,Até 1 SM,Não,Não,2022-11-04,-25.579086,-49.421406
FAM00248,Thomaz Coelho,Urbana,1,514.72,Acima de 2 SM,514.72,Até 1 SM,Sim,Não,2023-03-11,-25.606383,-49.420239
FAM00249,Carvalho,Urbana,2,583.45,Acima de 2 SM,1166.9,Até 1 SM,Não,Não,2023-08-29,-25.572223,-49.447115
FAM00250,Iguaçu,Urbana,2,179.5,Pobreza,359.0,Até 1 SM,Não,Não,2023-09-13,-25.589341,-49.38485
FAM00251,Iguaçu,Urbana,2,22.74,Pobreza,45.48,Até 1 SM,Não,Sim,2024-04-24,-25.598195,-49.409252
FAM00252,Dist. Industrial Norte,Industrial,4,396.88,Baixa Renda,1587.52,1 a 2 SM,Não,Não,2023-01-04,-25.550281,-49.367262
FAM00253,Centro,Urbana,3,500.88,Acima de 2 SM,1502.64,Até 1 SM,Não,Não,2022-10-24,-25.583149,-49.400422
FAM00254,Cachoeira,Urbana,4,519.32,Acima de 2 SM,2077.28,1 a 2 SM,Não,Não,2023-01-17,-25.542503,-49.426938
FAM00255,Zona Rural Leste,Rural,2,384.16,Baixa Renda,768.32,Até 1 SM,Não,Não,2023-09-19,-25.59951,-49.342891
FAM00256,Zona Rural Leste,Rural,6,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-10-01,-25.579556,-49.336327
FAM00257,Centro,Urbana,4,361.98,Baixa Renda,1447.92,Até 1 SM,Não,Sim,2024-09-16,-25.604948,-49.400373
FAM00258,Tindiquera,Urbana,5,32.81,Pobreza,164.05,Até 1 SM,Não,Sim,2025-07-15,-25.577495,-49.429666
FAM00259,Iguaçu,Urbana,3,117.12,Pobreza,351.36,Até 1 SM,Não,Sim,2025-04-06,-25.594265,-49.396461
FAM00260,Zona Rural Sul,Rural,5,11.16,Pobreza,55.8,Até 1 SM,Não,Não,2023-07-04,-25.655394,-49.405002
FAM00261,Zona Rural Norte,Rural,3,276.95,Baixa Renda,830.85,Até 1 SM,Não,Sim,2025-03-28,-25.517003,-49.452296
FAM00262,Zona Rural Norte,Rural,1,155.8,Pobreza,155.8,Até 1 SM,Sim,Sim,2024-09-18,-25.507858,-49.462347
FAM00263,Fazenda Velha,Urbana,3,157.86,Pobreza,473.58,Até 1 SM,Não,Sim,2024-03-06,-25.58679,-49.37407
FAM00264,Costeira,Urbana,4,54.96,Pobreza,219.84,Até 1 SM,Não,Sim,2024-09-05,-25.596933,-49.407121
FAM00265,Zona Rural Norte,Rural,2,278.0,Baixa Renda,556.0,Até 1 SM,Não,Não,2023-02-06,-25.531248,-49.449924
FAM00266,Dist. Industrial Norte,Industrial,2,433.95,Baixa Renda,867.9,Até 1 SM,Não,Não,2023-03-18,-25.559645,-49.375727
FAM00267,Estação,Urbana,3,348.73,Baixa Renda,1046.19,Até 1 SM,Não,Sim,2025-04-01,-25.580043,-49.413806
FAM00268,Zona Rural Leste,Rural,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-04-20,-25.581607,-49.34399
FAM00269,Chapada,Urbana,4,171.93,Pobreza,687.72,Até 1 SM,Não,Não,2023-10-31,-25.607938,-49.448105
FAM00270,Centro,Urbana,3,813.03,Acima de 2 SM,2439.09,1 a 2 SM,Não,Não,2023-12-02,-25.593948,-49.411765
FAM00271,Dist. Industrial Sul,Industrial,4,790.6,Acima de 2 SM,3162.4,2 a 3 SM,Não,Sim,2024-09-05,-25.616623,-49.366506
FAM00272,Iguaçu,Urbana,6,68.78,Pobreza,412.68,Até 1 SM,Não,Sim,2025-08-29,-25.60718,-49.392349
FAM00273,Carvalho,Urbana,2,847.84,Acima de 2 SM,1695.68,1 a 2 SM,Não,Sim,2025-11-30,-25.574462,-49.457888
FAM00274,Zona Rural Sul,Rural,2,90.14,Pobreza,180.28,Até 1 SM,Não,Não,2022-03-10,-25.645571,-49.422
FAM00275,Campina da Barra,Urbana,7,11.19,Pobreza,78.33,Até 1 SM,Não,Não,2024-01-21,-25.566041,-49.396528
FAM00276,Campina da Barra,Urbana,6,188.74,Pobreza,1132.44,Até 1 SM,Não,Não,2023-06-02,-25.573312,-49.406802
FAM00277,Campina da Barra,Urbana,5,174.37,Pobreza,871.85,Até 1 SM,Não,Não,2024-01-11,-25.572502,-49.391371
FAM00278,São Luís,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-02-12,-25.596448,-49.390435
FAM00279,Iguaçu,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Sim,2024-08-03,-25.595726,-49.407003
FAM00280,Estação,Urbana,7,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-07-04,-25.592336,-49.410541
FAM00281,Dist. Industrial Norte,Industrial,6,30.28,Pobreza,181.68,Até 1 SM,Não,Não,2023-11-16,-25.549224,-49.367418
FAM00282,Costeira,Urbana,3,377.03,Baixa Renda,1131.09,Até 1 SM,Não,Não,2023-03-07,-25.623557,-49.403377
FAM00283,Chapada,Urbana,3,514.92,Acima de 2 SM,1544.76,1 a 2 SM,Não,Sim,2024-08-29,-25.618586,-49.429725
FAM00284,Iguaçu,Urbana,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-01-29,-25.612375,-49.388612
FAM00285,Boqueirão,Urbana,5,488.95,Acima de 2 SM,2444.75,1 a 2 SM,Não,Sim,2024-07-08,-25.625648,-49.384644
FAM00286,Zona Rural Sul,Rural,6,3.74,Pobreza,22.44,Até 1 SM,Não,Não,2023-02-14,-25.663177,-49.399596
FAM00287,Zona Rural Norte,Rural,4,32.43,Pobreza,129.72,Até 1 SM,Não,Não,2022-08-31,-25.508186,-49.455069
FAM00288,Campina da Barra,Urbana,3,232.6,Baixa Renda,697.8,Até 1 SM,Não,Não,2023-10-13,-25.58564,-49.411833
FAM00289,Thomaz Coelho,Urbana,1,265.4,Baixa Renda,265.4,Até 1 SM,Sim,Não,2022-03-20,-25.611472,-49.431785
FAM00290,Iguaçu,Urbana,7,273.69,Baixa Renda,1915.83,1 a 2 SM,Não,Não,2023-02-22,-25.59494,-49.385883
FAM00291,Centro,Urbana,2,246.96,Baixa Renda,493.92,Até 1 SM,Não,Não,2023-06-24,-25.60466,-49.403108
FAM00292,Dist. Industrial Sul,Industrial,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-01-08,-25.608051,-49.365539
FAM00293,Chapada,Urbana,5,777.51,Acima de 2 SM,3887.55,2 a 3 SM,Não,Sim,2025-03-13,-25.604488,-49.434559
FAM00294,Tindiquera,Urbana,2,439.55,Acima de 2 SM,879.1,Até 1 SM,Não,Não,2022-04-15,-25.564339,-49.429161
FAM00295,Dist. Industrial Norte,Industrial,4,462.53,Acima de 2 SM,1850.12,1 a 2 SM,Não,Não,2023-02-04,-25.570492,-49.384136
FAM00296,São Luís,Urbana,4,236.54,Baixa Renda,946.16,Até 1 SM,Não,Não,2023-04-21,-25.577346,-49.371415
FAM00297,Cachoeira,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2026-02-22,-25.559043,-49.406807
FAM00298,Centro,Urbana,1,0.0,Sem Renda,0.0,Até 1 SM,Sim,Não,2022-04-20,-25.606418,-49.415314
FAM00299,Centro,Urbana,4,859.49,Acima de 2 SM,3437.96,2 a 3 SM,Não,Sim,2024-08-01,-25.607752,-49.414889
FAM00300,Zona Rural Sul,Rural,4,122.89,Pobreza,491.56,Até 1 SM,Não,Sim,2025-01-27,-25.652103,-49.408553
FAM00301,Zona Rural Sul,Rural,3,138.86,Pobreza,416.58,Até 1 SM,Não,Sim,2025-07-02,-25.650826,-49.39515
FAM00302,São Luís,Urbana,3,269.61,Baixa Renda,808.83,Até 1 SM,Não,Sim,2026-01-15,-25.571702,-49.391019
FAM00303,Zona Rural Norte,Rural,7,2.27,Pobreza,15.89,Até 1 SM,Não,Não,2022-12-17,-25.523944,-49.460824
FAM00304,Estação,Urbana,2,388.92,Baixa Renda,777.84,Até 1 SM,Não,Sim,2025-08-16,-25.593746,-49.416083
FAM00305,Costeira,Urbana,3,234.23,Baixa Renda,702.69,Até 1 SM,Não,Sim,2025-11-12,-25.600665,-49.393551
FAM00306,Campina da Barra,Urbana,5,170.15,Pobreza,850.75,Até 1 SM,Não,Sim,2025-06-16,-25.595913,-49.399661
FAM00307,Iguaçu,Urbana,2,12.47,Pobreza,24.94,Até 1 SM,Não,Sim,2025-03-15,-25.610662,-49.40592
FAM00308,Zona Rural Sul,Rural,3,614.07,Acima de 2 SM,1842.21,1 a 2 SM,Não,Sim,2025-02-20,-25.660172,-49.417145
FAM00309,Dist. Industrial Sul,Industrial,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-10-18,-25.631232,-49.374457
FAM00310,Zona Rural Norte,Rural,5,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-02-14,-25.522178,-49.442574
FAM00311,Zona Rural Sul,Rural,4,219.0,Baixa Renda,876.0,Até 1 SM,Não,Não,2023-06-15,-25.657307,-49.40398
FAM00312,Tindiquera,Urbana,3,129.7,Pobreza,389.1,Até 1 SM,Não,Não,2022-12-14,-25.5736,-49.417276
FAM00313,Tindiquera,Urbana,7,68.46,Pobreza,479.22,Até 1 SM,Não,Não,2023-02-23,-25.577521,-49.415949
FAM00314,Campina da Barra,Urbana,2,1755.98,Acima de 2 SM,3511.96,2 a 3 SM,Não,Não,2024-02-23,-25.582864,-49.401279
FAM00315,Dist. Industrial Sul,Industrial,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-10-04,-25.619566,-49.367351
FAM00316,Zona Rural Sul,Rural,7,647.25,Acima de 2 SM,4530.75,2 a 3 SM,Não,Sim,2024-06-29,-25.652823,-49.420863
FAM00317,Thomaz Coelho,Urbana,4,80.04,Pobreza,320.16,Até 1 SM,Não,Não,2023-12-09,-25.630216,-49.418063
FAM00318,Chapada,Urbana,7,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-11-08,-25.617008,-49.4475
FAM00319,Costeira,Urbana,1,254.67,Baixa Renda,254.67,Até 1 SM,Sim,Sim,2026-01-12,-25.612816,-49.401371
FAM00320,Zona Rural Sul,Rural,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-05-28,-25.641452,-49.397997
FAM00321,Zona Rural Norte,Rural,6,511.65,Acima de 2 SM,3069.9,2 a 3 SM,Não,Não,2022-06-30,-25.514408,-49.447354
FAM00322,Zona Rural Leste,Rural,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-06-10,-25.591089,-49.348478
FAM00323,Dist. Industrial Sul,Industrial,6,429.42,Baixa Renda,2576.52,1 a 2 SM,Não,Sim,2026-02-05,-25.626902,-49.358082
FAM00324,Zona Rural Norte,Rural,1,134.11,Pobreza,134.11,Até 1 SM,Sim,Sim,2025-08-21,-25.506338,-49.435285
FAM00325,Centro,Urbana,1,16.33,Pobreza,16.33,Até 1 SM,Sim,Sim,2025-10-31,-25.595573,-49.413693
FAM00326,Dist. Industrial Norte,Industrial,3,169.89,Pobreza,509.67,Até 1 SM,Não,Sim,2024-10-23,-25.543117,-49.377971
FAM00327,Fazenda Velha,Urbana,1,100.49,Pobreza,100.49,Até 1 SM,Sim,Sim,2025-04-14,-25.579975,-49.401759
FAM00328,Zona Rural Sul,Rural,3,127.32,Pobreza,381.96,Até 1 SM,Não,Não,2022-08-24,-25.659397,-49.396589
FAM00329,Dist. Industrial Sul,Industrial,3,295.64,Baixa Renda,886.92,Até 1 SM,Não,Sim,2026-02-18,-25.613884,-49.356228
FAM00330,Zona Rural Norte,Rural,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-05-12,-25.524965,-49.435742
FAM00331,Dist. Industrial Sul,Industrial,4,503.95,Acima de 2 SM,2015.8,1 a 2 SM,Não,Não,2023-12-13,-25.631607,-49.356402
FAM00332,Iguaçu,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-07-29,-25.587501,-49.383302
FAM00333,Dist. Industrial Sul,Industrial,4,141.41,Pobreza,565.64,Até 1 SM,Não,Não,2022-10-03,-25.611233,-49.379872
FAM00334,Campina da Barra,Urbana,3,81.6,Pobreza,244.8,Até 1 SM,Não,Não,2023-01-30,-25.579482,-49.39509
FAM00335,Zona Rural Norte,Rural,5,540.37,Acima de 2 SM,2701.85,1 a 2 SM,Não,Não,2022-03-30,-25.516884,-49.458522
FAM00336,Zona Rural Norte,Rural,2,721.8,Acima de 2 SM,1443.6,Até 1 SM,Não,Sim,2025-11-12,-25.515279,-49.435137
FAM00337,Tindiquera,Urbana,1,867.51,Acima de 2 SM,867.51,Até 1 SM,Sim,Sim,2025-05-28,-25.560125,-49.438335
FAM00338,Dist. Industrial Sul,Industrial,4,241.92,Baixa Renda,967.68,Até 1 SM,Não,Não,2023-10-20,-25.603782,-49.356303
FAM00339,Cachoeira,Urbana,2,250.54,Baixa Renda,501.08,Até 1 SM,Não,Sim,2025-06-06,-25.561082,-49.416833
FAM00340,Iguaçu,Urbana,3,524.76,Acima de 2 SM,1574.28,1 a 2 SM,Não,Não,2023-12-12,-25.611089,-49.389535
FAM00341,Dist. Industrial Sul,Industrial,6,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-02-25,-25.626273,-49.361963
FAM00342,Tindiquera,Urbana,1,780.88,Acima de 2 SM,780.88,Até 1 SM,Sim,Não,2023-03-10,-25.573455,-49.414677
FAM00343,Centro,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2025-09-16,-25.583756,-49.422209
FAM00344,Costeira,Urbana,4,737.53,Acima de 2 SM,2950.12,1 a 2 SM,Não,Não,2022-03-28,-25.61318,-49.415411
FAM00345,Fazenda Velha,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-09-30,-25.578255,-49.39611
FAM00346,Zona Rural Norte,Rural,3,181.98,Pobreza,545.94,Até 1 SM,Não,Sim,2025-09-01,-25.526134,-49.460594
FAM00347,Zona Rural Leste,Rural,5,426.18,Baixa Renda,2130.9,1 a 2 SM,Não,Não,2023-03-04,-25.582951,-49.336526
FAM00348,Iguaçu,Urbana,4,300.9,Baixa Renda,1203.6,Até 1 SM,Não,Sim,2024-12-05,-25.61097,-49.399835
FAM00349,Chapada,Urbana,3,57.58,Pobreza,172.74,Até 1 SM,Não,Sim,2025-01-11,-25.591519,-49.448958
FAM00350,Thomaz Coelho,Urbana,5,150.69,Pobreza,753.45,Até 1 SM,Não,Não,2022-05-19,-25.626943,-49.425075
FAM00351,Zona Rural Leste,Rural,2,103.46,Pobreza,206.92,Até 1 SM,Não,Sim,2024-08-24,-25.593209,-49.337064
FAM00352,Passaúna,Urbana,6,419.71,Baixa Renda,2518.26,1 a 2 SM,Não,Não,2022-09-12,-25.527488,-49.43581
FAM00353,Zona Rural Sul,Rural,2,488.22,Acima de 2 SM,976.44,Até 1 SM,Não,Não,2023-08-16,-25.638897,-49.416714
FAM00354,Campina da Barra,Urbana,1,275.72,Baixa Renda,275.72,Até 1 SM,Sim,Não,2023-02-10,-25.578494,-49.409566
FAM00355,Zona Rural Leste,Rural,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-08-07,-25.59822,-49.336168
FAM00356,Costeira,Urbana,3,238.14,Baixa Renda,714.42,Até 1 SM,Não,Não,2023-01-16,-25.616574,-49.415307
FAM00357,Zona Rural Leste,Rural,4,228.6,Baixa Renda,914.4,Até 1 SM,Não,Não,2023-05-18,-25.59918,-49.336054
FAM00358,Iguaçu,Urbana,3,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-10-03,-25.604991,-49.400283
FAM00359,Campina da Barra,Urbana,6,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2024-02-08,-25.586235,-49.401426
FAM00360,Cachoeira,Urbana,2,132.11,Pobreza,264.22,Até 1 SM,Não,Sim,2024-11-22,-25.53597,-49.409231
FAM00361,Dist. Industrial Norte,Industrial,4,34.46,Pobreza,137.84,Até 1 SM,Não,Não,2023-12-22,-25.56772,-49.371375
FAM00362,Iguaçu,Urbana,4,51.91,Pobreza,207.64,Até 1 SM,Não,Sim,2025-03-20,-25.612477,-49.389203
FAM00363,Estação,Urbana,5,77.83,Pobreza,389.15,Até 1 SM,Não,Sim,2025-06-10,-25.603201,-49.427195
FAM00364,Passaúna,Urbana,1,252.53,Baixa Renda,252.53,Até 1 SM,Sim,Sim,2025-01-16,-25.543566,-49.44204
FAM00365,Thomaz Coelho,Urbana,4,257.87,Baixa Renda,1031.48,Até 1 SM,Não,Sim,2025-08-30,-25.60609,-49.42021
FAM00366,São Luís,Urbana,2,0.0,Sem Renda,0.0,Até 1 SM,Não,Sim,2024-12-13,-25.570535,-49.365526
FAM00367,Tindiquera,Urbana,4,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2022-06-09,-25.550276,-49.42406
FAM00368,Dist. Industrial Norte,Industrial,3,574.52,Acima de 2 SM,1723.56,1 a 2 SM,Não,Não,2023-06-25,-25.547065,-49.385661
FAM00369,Centro,Urbana,1,267.95,Baixa Renda,267.95,Até 1 SM,Sim,Não,2023-01-12,-25.579307,-49.405135
FAM00370,Zona Rural Sul,Rural,5,267.97,Baixa Renda,1339.85,Até 1 SM,Não,Não,2023-07-06,-25.645294,-49.413417
FAM00371,Passaúna,Urbana,1,1173.93,Acima de 2 SM,1173.93,Até 1 SM,Sim,Sim,2025-09-24,-25.538013,-49.417451
FAM00372,Dist. Industrial Norte,Industrial,4,70.67,Pobreza,282.68,Até 1 SM,Não,Não,2023-02-05,-25.5581,-49.368854
FAM00373,Dist. Industrial Norte,Industrial,1,250.63,Baixa Renda,250.63,Até 1 SM,Sim,Sim,2025-10-02,-25.544776,-49.375853
FAM00374,Carvalho,Urbana,3,36.8,Pobreza,110.4,Até 1 SM,Não,Não,2023-06-01,-25.558204,-49.45306
FAM00375,Fazenda Velha,Urbana,4,309.64,Baixa Renda,1238.56,Até 1 SM,Não,Sim,2024-11-01,-25.56478,-49.373921
FAM00376,Centro,Urbana,2,800.52,Acima de 2 SM,1601.04,1 a 2 SM,Não,Não,2022-12-03,-25.588692,-49.422849
FAM00377,Carvalho,Urbana,3,1507.11,Acima de 2 SM,4521.33,2 a 3 SM,Não,Não,2023-08-10,-25.561014,-49.451477
FAM00378,Fazenda Velha,Urbana,4,65.61,Pobreza,262.44,Até 1 SM,Não,Não,2023-08-27,-25.572207,-49.374299
FAM00379,Iguaçu,Urbana,3,320.52,Baixa Renda,961.56,Até 1 SM,Não,Sim,2025-12-14,-25.599334,-49.398416
FAM00380,Zona Rural Norte,Rural,3,11.75,Pobreza,35.25,Até 1 SM,Não,Não,2024-02-01,-25.517193,-49.44343
FAM00381,Dist. Industrial Norte,Industrial,6,339.99,Baixa Renda,2039.94,1 a 2 SM,Não,Não,2022-12-20,-25.550096,-49.374648
FAM00382,Iguaçu,Urbana,2,389.25,Baixa Renda,778.5,Até 1 SM,Não,Sim,2024-06-14,-25.59864,-49.398134
FAM00383,Iguaçu,Urbana,5,493.51,Acima de 2 SM,2467.55,1 a 2 SM,Não,Não,2023-03-21,-25.594228,-49.384897
FAM00384,Thomaz Coelho,Urbana,4,125.91,Pobreza,503.64,Até 1 SM,Não,Não,2023-03-06,-25.615724,-49.40853
FAM00385,Thomaz Coelho,Urbana,5,540.41,Acima de 2 SM,2702.05,1 a 2 SM,Não,Sim,2024-06-22,-25.608023,-49.419443
FAM00386,Iguaçu,Urbana,1,10.31,Pobreza,10.31,Até 1 SM,Sim,Sim,2024-08-09,-25.599999,-49.384552
FAM00387,Campina da Barra,Urbana,5,188.44,Pobreza,942.2,Até 1 SM,Não,Sim,2024-04-18,-25.570246,-49.39107
FAM00388,Thomaz Coelho,Urbana,6,423.88,Baixa Renda,2543.28,1 a 2 SM,Não,Sim,2024-09-13,-25.613826,-49.418423
FAM00389,Zona Rural Sul,Rural,6,0.0,Sem Renda,0.0,Até 1 SM,Não,Não,2023-11-18,-25.660273,-49.404878
FAM00390,Carvalho,Urbana,4,369.11,Baixa Renda,1476.44,Até 1 SM,Não,Não,2022-06-23,-25.573113,-49.435353
FAM00391,Zona Rural Sul,Rural,4,687.35,Acima de 2 SM,2749.4,1 a 2 SM,Não,Não,2022-07-01,-25.66231,-49.40512
FAM00392,Estação,Urbana,1,173.28,Pobreza,173.28,Até 1 SM,Sim,Não,2024-02-10,-25.581583,-49.435099
